TREENUM,SURVEYDATE,SPECIES_CODE,COMMONNAME,DBH1_in,TOTHT_ft,CROWNWIDTHNS_ft,CROWNWIDTHEW_ft,BOTANICAL,TreeStatus,CanopyRadius_ft
305,2012-08-10,ACNI,Black maple,8.9,34,24,24,Acer nigrum,Active,12
306,2012-08-10,ACNI,Black maple,10.5,29,27,25,Acer nigrum,Active,14
307,2012-08-10,CULE,Leyland cypress,7.2,30,9,11,Cupressocyparis leylandii,Active,6
308,2012-08-10,CULE,Leyland cypress,8.9,35,11,11,Cupressocyparis leylandii,Active,6
309,2012-08-10,CULE,Leyland cypress,6.9,33,10,11,Cupressocyparis leylandii,Active,6
310,2012-08-10,CULE,Leyland cypress,7.3,32,11,11,Cupressocyparis leylandii,Active,6
311,2012-08-10,CULE,Leyland cypress,8.8,38,9,11,Cupressocyparis leylandii,Active,6
312,2012-08-10,CULE,Leyland cypress,7.6,30,11,11,Cupressocyparis leylandii,Active,6
313,2012-08-10,CULE,Leyland cypress,7.7,37,8,11,Cupressocyparis leylandii,Active,6
314,2012-08-10,CULE,Leyland cypress,4.7,20,8,11,Cupressocyparis leylandii,Active,6
315,2012-08-10,CULE,Leyland cypress,8.1,30,9,11,Cupressocyparis leylandii,Active,6
316,2012-08-10,CULE,Leyland cypress,6,31,8,10,Cupressocyparis leylandii,Active,5
317,2012-08-10,CULE,Leyland cypress,9.1,31,10,10,Cupressocyparis leylandii,Active,5
318,2012-08-10,CULE,Leyland cypress,2,10,6,6,Cupressocyparis leylandii,Active,3
319,2012-08-10,CULE,Leyland cypress,1.3,10,5,5,Cupressocyparis leylandii,Active,2
320,2012-08-10,CULE,Leyland cypress,7.1,29,9,9,Cupressocyparis leylandii,Active,4
321,2012-08-10,CULE,Leyland cypress,5.6,29,7,7,Cupressocyparis leylandii,Active,4
322,2012-08-10,CULE,Leyland cypress,5.4,30,8,10,Cupressocyparis leylandii,Active,5
323,2012-08-10,LIST,Sweetgum,30.4,73,54,43,Liquidambar styraciflua,Removed,27
324,2012-08-10,PYCA,Callery pear,6.7,40,25,29,Pyrus calleryana,Removed,14
325,2012-08-10,PHSE1,Photinia,1.9,25,7,10,Photinia serrulata,Removed,5
326,2012-08-10,PHSE1,Photinia,1,17,6,4,Photinia serrulata,Removed,3
327,2012-08-10,PHSE1,Photinia,4.1,24,14,14,Photinia serrulata,Removed,7
328,2012-08-10,PHSE1,Photinia,1.5,25,5,8,Photinia serrulata,Removed,4
329,2012-08-10,PHSE1,Photinia,2.1,26,9,6,Photinia serrulata,Removed,4
330,2012-08-10,COFL,Flowering dogwood,7.6,22,40,24,Cornus florida,Removed,20
331,2012-08-10,CECA,Eastern redbud,6.5,36,18,15,Cercis canadensis,Removed,9
332,2012-08-10,CULE,Leyland cypress,2.4,16,5,4,Cupressocyparis leylandii,Active,2
333,2012-08-10,CULE,Leyland cypress,9.2,28,6,9,Cupressocyparis leylandii,Active,4
334,2012-08-10,CULE,Leyland cypress,3.6,18,7,7,Cupressocyparis leylandii,Active,4
335,2012-08-10,CULE,Leyland cypress,4,16,-1,-1,Cupressocyparis leylandii,Active,4
336,2012-08-10,CULE,Leyland cypress,6.3,31,9,11,Cupressocyparis leylandii,Active,6
337,2012-08-10,CULE,Leyland cypress,5.3,33,9,11,Cupressocyparis leylandii,Active,6
338,2012-08-10,CULE,Leyland cypress,6.1,35,10,10,Cupressocyparis leylandii,Active,5
339,2012-08-10,CULE,Leyland cypress,5.2,33,8,10,Cupressocyparis leylandii,Active,5
340,2012-08-10,CULE,Leyland cypress,6.3,34,9,10,Cupressocyparis leylandii,Active,5
341,2012-08-10,ILCO2,Chinese holly,2.7,9,8,10,Ilex cornuta,Active,5
342,2012-08-10,ILCO2,Chinese holly,4.2,8,7,10,Ilex cornuta,Active,5
343,2012-08-10,ILCO2,Chinese holly,2,7,7,10,Ilex cornuta,Active,5
344,2012-08-10,ILCO2,Chinese holly,2.8,6,7,10,Ilex cornuta,Active,5
345,2012-08-10,ILCO2,Chinese holly,2.6,8,9,11,Ilex cornuta,Active,6
346,2012-08-10,ILAT,Topal holly,2.8,13,9,9,Ilex x attenuata,Active,4
347,2012-08-10,ILAT,Topal holly,3.3,14,7,8,Ilex x attenuata,Active,4
348,2012-08-10,ILAT,Topal holly,4.4,20,9,11,Ilex x attenuata,Active,6
349,2012-08-10,ILAT,Topal holly,3.6,13,7,9,Ilex x attenuata,Active,4
350,2012-08-10,ILAT,Topal holly,5,14,8,10,Ilex x attenuata,Active,5
351,2012-08-10,ILAT,Topal holly,4.4,22,11,12,Ilex x attenuata,Active,6
352,2012-08-10,ACNI,Black maple,7.6,28,20,22,Acer nigrum,Active,11
353,2012-08-10,ACNI,Black maple,6.3,25,18,17,Acer nigrum,Active,9
354,2012-08-10,ILCO2,Chinese holly,5,17,14,14,Ilex cornuta,Active,7
355,2012-08-10,ACNI,Black maple,7,27,30,21,Acer nigrum,Active,15
356,2012-08-10,ILVO,Yaupon,2.3,17,6,7,Ilex vomitoria,Active,4
357,2012-08-10,ILVO,Yaupon,2.1,11,9,8,Ilex vomitoria,Active,4
358,2012-08-10,ILVO,Yaupon,3,16,13,9,Ilex vomitoria,Active,6
359,2012-08-10,ACNI,Black maple,7,25,22,20,Acer nigrum,Active,11
360,2012-08-10,ILCO2,Chinese holly,2.3,12,13,13,Ilex cornuta,Active,6
361,2012-08-10,ACNI,Black maple,6.3,28,18,17,Acer nigrum,Active,9
362,2012-08-10,ILVO,Yaupon,1.4,14,20,13,Ilex vomitoria,Active,10
363,2012-08-10,ILVO,Yaupon,2.2,14,10,10,Ilex vomitoria,Active,5
364,2012-08-10,ILVO,Yaupon,3.1,13,12,13,Ilex vomitoria,Active,6
365,2012-08-10,ACFR,Freeman maple,3.8,21,17,18,Acer x freemanii,Active,9
366,2012-08-10,ACNI,Black maple,8.1,32,17,17,Acer nigrum,Active,8
367,2012-08-10,ACFR,Freeman maple,3.4,16,18,14,Acer x freemanii,Active,9
368,2012-08-10,ACNI,Black maple,7,25,20,20,Acer nigrum,Active,10
369,2012-08-10,ILAT,Topal holly,5.9,17,10,12,Ilex x attenuata,Active,6
370,2012-08-10,ILAT,Topal holly,7.5,18,14,12,Ilex x attenuata,Active,7
371,2012-08-10,ILAT,Topal holly,6.6,19,14,14,Ilex x attenuata,Active,7
372,2012-08-10,ACNI,Black maple,8.2,21,21,25,Acer nigrum,Active,12
373,2012-08-10,ILCO2,Chinese holly,3.3,7,8,8,Ilex cornuta,Active,4
374,2012-08-10,ILCO2,Chinese holly,2.6,7,8,8,Ilex cornuta,Active,4
375,2012-08-10,ILCO2,Chinese holly,3.4,7,8,8,Ilex cornuta,Active,4
376,2012-08-10,LAIN,Common crapemyrtle,1.8,11,12,12,Lagerstroemia indica,Active,6
377,2012-08-10,LAIN,Common crapemyrtle,1.9,9,13,13,Lagerstroemia indica,Active,6
378,2012-08-10,ULS,elm spp,4.8,26,11,11,Ulmus,Active,6
379,2012-08-10,QUPH,Willow oak,6.6,14,17,17,Quercus phellos,Active,8
380,2012-08-10,TADI,Baldcypress,4.6,25,12,12,Taxodium distichum,Active,6
381,2012-08-10,MAVI,Sweetbay,1,15,7,7,Magnolia virginiana,Active,4
382,2012-08-10,TADI,Baldcypress,5.8,27,15,15,Taxodium distichum,Active,8
383,2012-08-10,TADI,Baldcypress,5.3,21,14,14,Taxodium distichum,Active,7
384,2012-08-10,TADI,Baldcypress,6,25,16,16,Taxodium distichum,Active,8
385,2012-08-10,TADI,Baldcypress,5.3,26,15,15,Taxodium distichum,Active,8
386,2012-08-10,TADI,Baldcypress,4.9,20,13,13,Taxodium distichum,Active,6
387,2012-08-10,TADI,Baldcypress,4.8,18,12,12,Taxodium distichum,Active,6
388,2012-08-10,TADI,Baldcypress,4.8,20,13,13,Taxodium distichum,Active,6
389,2012-08-10,TADI,Baldcypress,4.6,17,10,10,Taxodium distichum,Active,5
390,2012-08-10,MAVI,Sweetbay,1,11,7,6,Magnolia virginiana,Active,4
391,2012-08-10,MAVI,Sweetbay,1,11,7,7,Magnolia virginiana,Active,4
392,2012-08-10,QUPH,Willow oak,5.1,21,14,14,Quercus phellos,Active,7
393,2012-08-10,QUPH,Willow oak,4.6,20,13,13,Quercus phellos,Active,6
394,2012-08-10,QUPH,Willow oak,4.7,22,17,15,Quercus phellos,Active,8
395,2012-08-10,QUPH,Willow oak,5.5,25,17,15,Quercus phellos,Active,8
396,2012-08-10,QUPH,Willow oak,5.1,21,14,15,Quercus phellos,Active,8
397,2012-08-10,ILOP,American holly,1.5,12,5,5,Ilex opaca,Active,2
398,2012-08-10,ILOP,American holly,1,12,5,5,Ilex opaca,Active,2
399,2012-08-10,ILOP,American holly,1.2,12,5,5,Ilex opaca,Active,2
400,2012-08-10,ILOP,American holly,1,10,4,4,Ilex opaca,Active,2
401,2012-08-10,ILOP,American holly,1.2,12,6,5,Ilex opaca,Active,3
402,2012-08-10,ILOP,American holly,1,10,4,4,Ilex opaca,Active,2
403,2012-08-10,ILOP,American holly,1,9,5,6,Ilex opaca,Active,3
404,2012-08-10,ULS,elm spp,4.7,26,12,11,Ulmus,Active,6
405,2012-08-10,ULS,elm spp,4.9,25,14,11,Ulmus,Active,7
406,2012-08-10,ULS,elm spp,4.8,27,14,9,Ulmus,Active,7
407,2012-08-10,ULS,elm spp,4.6,28,15,9,Ulmus,Active,8
408,2012-08-10,ULS,elm spp,4.9,24,14,11,Ulmus,Active,7
409,2012-08-10,ULS,elm spp,5.1,25,14,14,Ulmus,Active,7
410,2012-08-10,ULS,elm spp,4.8,27,15,14,Ulmus,Active,8
411,2012-08-10,ULS,elm spp,4.7,25,15,17,Ulmus,Active,8
412,2012-08-10,BENI,River birch,2.3,21,13,18,Betula nigra,Active,9
413,2012-08-10,BENI,River birch,2.3,22,14,15,Betula nigra,Active,8
414,2012-08-10,BENI,River birch,2.7,20,14,15,Betula nigra,Active,8
415,2012-08-10,BENI,River birch,3.4,20,14,15,Betula nigra,Active,8
416,2012-08-10,BENI,River birch,2.5,19,17,15,Betula nigra,Active,8
417,2012-08-10,BENI,River birch,3,20,16,15,Betula nigra,Active,8
418,2012-08-10,BENI,River birch,2.2,21,10,19,Betula nigra,Active,10
419,2012-08-10,BENI,River birch,2.3,20,15,16,Betula nigra,Active,8
420,2012-08-10,BENI,River birch,1.9,22,15,16,Betula nigra,Active,8
421,2012-08-10,BENI,River birch,2.1,21,14,15,Betula nigra,Active,8
422,2012-08-11,ACPA,Japanese maple,3.5,8,9,18,Acer palmatum,Active,9
423,2012-08-11,ACPA,Japanese maple,5.2,8,15,12,Acer palmatum,Active,8
424,2012-08-11,ACPA,Japanese maple,5.4,6,13,7,Acer palmatum,Active,6
425,2012-08-11,ILCO2,Chinese holly,6.1,31,18,23,Ilex cornuta,Active,12
426,2012-08-11,ILCO2,Chinese holly,4.5,27,13,21,Ilex cornuta,Active,10
427,2012-08-11,ACRU,Red maple,12.7,34,39,29,Acer rubrum,Active,20
428,2012-08-11,LAIN,Common crapemyrtle,2.1,15,11,8,Lagerstroemia indica,Active,6
429,2012-08-11,LAIN,Common crapemyrtle,2.1,14,14,12,Lagerstroemia indica,Active,7
430,2012-08-11,LAIN,Common crapemyrtle,1.7,16,12,18,Lagerstroemia indica,Active,9
431,2012-08-11,LAIN,Common crapemyrtle,2.7,14,17,11,Lagerstroemia indica,Active,8
432,2012-08-11,LAIN,Common crapemyrtle,1.8,11,10,12,Lagerstroemia indica,Active,6
433,2012-08-11,LAIN,Common crapemyrtle,3.5,15,14,15,Lagerstroemia indica,Active,8
434,2012-08-11,LAIN,Common crapemyrtle,1.4,13,10,10,Lagerstroemia indica,Active,5
435,2012-08-11,LAIN,Common crapemyrtle,5,17,15,16,Lagerstroemia indica,Active,8
436,2012-08-11,LAIN,Common crapemyrtle,2.5,14,9,13,Lagerstroemia indica,Active,6
437,2012-08-11,ACRU,Red maple,12.8,36,37,33,Acer rubrum,Active,18
438,2012-08-11,LAIN,Common crapemyrtle,2,11,13,13,Lagerstroemia indica,Active,6
439,2012-08-11,LAIN,Common crapemyrtle,1.6,14,16,15,Lagerstroemia indica,Active,8
440,2012-08-11,LAIN,Common crapemyrtle,2,11,10,11,Lagerstroemia indica,Active,6
441,2012-08-11,LAIN,Common crapemyrtle,2,12,16,16,Lagerstroemia indica,Active,8
442,2012-08-11,LAIN,Common crapemyrtle,2,11,16,14,Lagerstroemia indica,Active,8
443,2012-08-11,LAIN,Common crapemyrtle,2.1,12,18,18,Lagerstroemia indica,Active,9
444,2012-08-11,LAIN,Common crapemyrtle,2.3,12,14,14,Lagerstroemia indica,Active,7
445,2012-08-11,LAIN,Common crapemyrtle,2,10,14,14,Lagerstroemia indica,Active,7
446,2012-08-11,ILCO2,Chinese holly,3,10,13,10,Ilex cornuta,Active,6
447,2012-08-11,ILCO2,Chinese holly,3.2,9,11,8,Ilex cornuta,Active,6
448,2012-08-11,ILCO2,Chinese holly,3.4,9,11,8,Ilex cornuta,Active,6
449,2012-08-11,ILCO2,Chinese holly,3.3,9,11,9,Ilex cornuta,Active,6
450,2012-08-11,QUNI,Water oak,42.3,65,85,73,Quercus nigra,Active,42
451,2012-08-11,QUPA2,Cherrybark oak,37,67,85,80,Quercus pagoda,Active,42
452,2012-08-11,MACLASS,unknown dead,20,36,-1,-1,Unknown dead,Active,20
453,2012-08-11,QUNI,Water oak,33.1,64,70,86,Quercus nigra,Active,43
454,2012-08-11,QUNI,Water oak,10.2,56,30,23,Quercus nigra,Active,15
455,2012-08-11,CELA,Sugarberry,10.3,53,28,25,Celtis laevigata,Active,14
456,2012-08-11,QUNI,Water oak,10.4,46,45,30,Quercus nigra,Active,22
457,2012-08-11,CELA,Sugarberry,6.2,27,24,19,Celtis laevigata,Active,12
458,2012-08-11,ULAM,American elm,29,61,61,57,Ulmus americana,Active,30
459,2012-08-11,COFL,Flowering dogwood,2.8,17,18,12,Cornus florida,Active,9
460,2012-08-11,COFL,Flowering dogwood,9.9,26,25,23,Cornus florida,Active,12
461,2012-08-11,COFL,Flowering dogwood,10.3,28,22,33,Cornus florida,Active,16
462,2012-08-11,MAGR,Southern magnolia,19.9,42,38,37,Magnolia grandiflora,Active,19
463,2012-08-11,PRYE,Yoshino flowering cherry,2.3,10,13,13,Prunus yedoensis,Active,6
464,2012-08-11,PRYE,Yoshino flowering cherry,2.3,10,12,12,Prunus yedoensis,Active,6
465,2012-08-11,QUPA,Pin oak,3,20,13,14,Quercus palustris,Active,7
466,2012-08-11,QUPA,Pin oak,3.4,20,15,13,Quercus palustris,Active,8
467,2012-08-11,QUPA,Pin oak,3.4,20,12,12,Quercus palustris,Active,6
468,2012-08-11,QUPA,Pin oak,3.9,21,13,14,Quercus palustris,Active,7
469,2012-08-11,QUPA,Pin oak,2.6,20,11,12,Quercus palustris,Active,6
470,2012-08-11,QUPA,Pin oak,3.6,20,13,11,Quercus palustris,Active,6
471,2012-08-13,QUNI,Water oak,20.7,60,35,48,Quercus nigra,Active,24
472,2012-08-13,QUNI,Water oak,23.5,60,25,40,Quercus nigra,Active,20
473,2012-08-13,QUNI,Water oak,19,63,35,58,Quercus nigra,Active,29
474,2012-08-13,CELA,Sugarberry,6,45,16,31,Celtis laevigata,Active,16
475,2012-08-13,CELA,Sugarberry,17,49,22,37,Celtis laevigata,Active,18
476,2012-08-13,ULAM,American elm,14.2,48,24,28,Ulmus americana,Active,14
477,2012-08-13,ULAM,American elm,5.5,24,16,18,Ulmus americana,Active,9
478,2012-08-13,ULAM,American elm,5.9,25,27,8,Ulmus americana,Active,14
479,2012-08-13,ULAM,American elm,4.9,25,11,17,Ulmus americana,Active,8
480,2012-08-13,CAIL,Pecan,19.7,61,49,60,Carya illinoinensis,Active,30
481,2012-08-13,QUNI,Water oak,42.8,62,80,58,Quercus nigra,Active,40
482,2012-08-13,CELA,Sugarberry,9.7,43,32,26,Celtis laevigata,Active,16
483,2012-08-13,QUNI,Water oak,35.1,66,58,61,Quercus nigra,Active,30
484,2012-08-13,QUPH,Willow oak,16.1,70,37,34,Quercus phellos,Active,18
485,2012-08-13,ULAM,American elm,27,70,68,41,Ulmus americana,Active,34
486,2012-08-13,QUNI,Water oak,5.7,35,15,14,Quercus nigra,Active,8
487,2012-08-13,QUNI,Water oak,32,78,75,58,Quercus nigra,Active,38
488,2012-08-13,ACSA1,Silver maple,21.4,64,48,53,Acer saccharinum,Active,26
489,2012-08-13,ULRU,Slippery elm,17.5,57,41,67,Ulmus rubra,Active,34
490,2012-08-13,PYCA,Callery pear,6.8,31,18,17,Pyrus calleryana,Active,9
491,2012-08-13,COFL,Flowering dogwood,6.1,24,17,23,Cornus florida,Active,12
492,2012-08-13,PYAN,Southern crabapple,1.8,10,8,7,Malus angustifolia,Active,4
493,2012-08-13,ULRU,Slippery elm,24.4,70,54,83,Ulmus rubra,Active,42
494,2012-08-13,ULRU,Slippery elm,19.1,40,45,48,Ulmus rubra,Active,24
495,2012-08-13,ULRU,Slippery elm,19.8,56,68,56,Ulmus rubra,Active,34
496,2012-08-13,QUBI,Swamp white oak,3.9,19,12,10,Quercus bicolor,Active,6
497,2012-08-13,LAIN,Common crapemyrtle,2.3,12,12,12,Lagerstroemia indica,Active,6
498,2012-08-13,LAIN,Common crapemyrtle,3.6,17,15,15,Lagerstroemia indica,Active,8
499,2012-08-13,LAIN,Common crapemyrtle,2,13,13,13,Lagerstroemia indica,Active,6
500,2012-08-13,LAIN,Common crapemyrtle,3.7,23,16,20,Lagerstroemia indica,Active,10
501,2012-08-13,LAIN,Common crapemyrtle,2.2,20,10,12,Lagerstroemia indica,Active,6
502,2012-08-13,LAIN,Common crapemyrtle,5.3,18,18,23,Lagerstroemia indica,Active,12
503,2012-08-13,ACPA,Japanese maple,8.7,16,18,16,Acer palmatum,Active,9
504,2012-08-13,ACPA,Japanese maple,7.6,18,20,20,Acer palmatum,Active,10
505,2012-08-13,ACPA,Japanese maple,6.8,19,26,23,Acer palmatum,Active,13
506,2012-08-13,ACPA,Japanese maple,5.8,19,23,19,Acer palmatum,Active,12
507,2012-08-13,ACRU,Red maple,21.3,72,49,67,Acer rubrum,Active,34
508,2012-08-13,LIJA,Ligustro,4.9,14,21,21,Ligustrum japonicum,Active,10
509,2012-08-13,LIJA,Ligustro,1.7,7,6,10,Ligustrum japonicum,Active,5
510,2012-08-13,LIJA,Ligustro,1.6,7,6,7,Ligustrum japonicum,Active,4
511,2012-08-13,LIJA,Ligustro,1,7,5,6,Ligustrum japonicum,Active,3
512,2012-08-13,LIJA,Ligustro,2,7,5,6,Ligustrum japonicum,Active,3
513,2012-08-13,LIJA,Ligustro,3,7,7,9,Ligustrum japonicum,Active,4
514,2012-08-13,LIJA,Ligustro,2.1,7,9,11,Ligustrum japonicum,Active,6
515,2012-08-13,LIJA,Ligustro,2.6,7,10,10,Ligustrum japonicum,Active,5
516,2012-08-13,LIJA,Ligustro,1.6,8,10,9,Ligustrum japonicum,Active,5
517,2012-08-13,LIJA,Ligustro,1.3,9,8,7,Ligustrum japonicum,Active,4
518,2012-08-13,LIJA,Ligustro,3,8,9,8,Ligustrum japonicum,Active,4
519,2012-08-13,LIJA,Ligustro,2.3,9,8,7,Ligustrum japonicum,Active,4
520,2012-08-13,LIJA,Ligustro,2.9,9,9,12,Ligustrum japonicum,Active,6
521,2012-08-13,COFL,Flowering dogwood,5.4,24,25,22,Cornus florida,Active,12
522,2012-08-13,ILVO,Yaupon,7,27,24,18,Ilex vomitoria,Active,12
523,2012-08-13,ILVO,Yaupon,4.9,30,20,25,Ilex vomitoria,Active,12
524,2012-08-13,ILVO,Yaupon,13.8,32,21,28,Ilex vomitoria,Active,14
525,2012-08-13,ILVO,Yaupon,10.1,30,22,23,Ilex vomitoria,Active,12
526,2012-08-13,ILVO,Yaupon,3.9,24,18,21,Ilex vomitoria,Active,10
527,2012-08-13,ILVO,Yaupon,5.9,34,22,27,Ilex vomitoria,Active,14
528,2012-08-13,ILVO,Yaupon,3.6,17,19,19,Ilex vomitoria,Active,10
529,2012-08-13,COFL,Flowering dogwood,11.2,24,32,33,Cornus florida,Active,16
530,2012-08-13,LAIN,Common crapemyrtle,5.8,30,24,23,Lagerstroemia indica,Active,12
531,2012-08-13,LAIN,Common crapemyrtle,5,26,17,21,Lagerstroemia indica,Active,10
532,2012-08-13,COFL,Flowering dogwood,4.3,24,16,16,Cornus florida,Active,8
533,2012-08-13,COFL,Flowering dogwood,4.7,19,20,14,Cornus florida,Active,10
534,2012-08-13,ULRU,Slippery elm,20.6,68,56,35,Ulmus rubra,Active,28
535,2012-08-13,ULRU,Slippery elm,16.4,67,34,39,Ulmus rubra,Active,20
536,2012-08-13,ULRU,Slippery elm,19,60,43,46,Ulmus rubra,Active,23
537,2012-08-13,ULRU,Slippery elm,17.7,46,55,39,Ulmus rubra,Active,28
538,2012-08-13,ULRU,Slippery elm,19.2,54,44,37,Ulmus rubra,Active,22
539,2012-08-13,COFL,Flowering dogwood,5.3,8,12,14,Cornus florida,Active,7
540,2012-08-13,LAIN,Common crapemyrtle,9.9,29,21,20,Lagerstroemia indica,Active,10
541,2012-08-13,LAIN,Common crapemyrtle,6.8,29,14,24,Lagerstroemia indica,Active,12
542,2012-08-13,LAIN,Common crapemyrtle,4.9,27,22,18,Lagerstroemia indica,Active,11
543,2012-08-13,LAIN,Common crapemyrtle,7.1,27,28,21,Lagerstroemia indica,Active,14
544,2012-08-13,LAIN,Common crapemyrtle,5.3,32,27,22,Lagerstroemia indica,Active,14
545,2012-08-13,LAIN,Common crapemyrtle,3.6,27,17,22,Lagerstroemia indica,Active,11
546,2012-08-13,COFL,Flowering dogwood,10,35,27,27,Cornus florida,Active,14
547,2012-08-13,LAIN,Common crapemyrtle,3.1,26,24,17,Lagerstroemia indica,Active,12
548,2012-08-13,LAIN,Common crapemyrtle,3.2,26,30,14,Lagerstroemia indica,Active,15
549,2012-08-13,ACRU,Red maple,12.4,32,39,34,Acer rubrum,Active,20
550,2012-08-13,LAIN,Common crapemyrtle,2.5,25,24,16,Lagerstroemia indica,Active,12
551,2012-08-13,LAIN,Common crapemyrtle,2.2,19,17,16,Lagerstroemia indica,Active,8
552,2012-08-13,LIST,Sweetgum,30.1,63,50,60,Liquidambar styraciflua,Active,30
553,2012-08-13,CRJA,Japanese red cedar,11.4,42,23,20,Cryptomeria japonica,Active,12
554,2012-08-13,CRJA,Japanese red cedar,11.7,43,21,18,Cryptomeria japonica,Active,10
555,2012-08-13,QUPA,Pin oak,14.4,44,28,25,Quercus palustris,Active,14
556,2012-08-13,QUPA,Pin oak,15.5,41,29,28,Quercus palustris,Active,14
557,2012-08-13,QUPA,Pin oak,7.3,23,16,16,Quercus palustris,Active,8
558,2012-08-13,QUPA,Pin oak,10.1,37,25,23,Quercus palustris,Active,12
559,2012-08-13,QUPA,Pin oak,16.1,47,30,29,Quercus palustris,Active,15
560,2012-08-13,QUPA,Pin oak,9.9,28,23,23,Quercus palustris,Active,12
561,2012-08-13,QUPA,Pin oak,13.8,37,31,28,Quercus palustris,Active,16
562,2012-08-13,QUPA,Pin oak,11.5,36,24,26,Quercus palustris,Active,13
563,2012-08-13,QUPA,Pin oak,10.7,36,26,25,Quercus palustris,Active,13
564,2012-08-13,QUPA,Pin oak,12.4,39,30,27,Quercus palustris,Active,15
565,2012-08-13,QUPA,Pin oak,14,43,26,28,Quercus palustris,Active,14
566,2012-08-13,QUPA,Pin oak,12.7,44,27,26,Quercus palustris,Active,14
567,2012-08-13,QUPA,Pin oak,13.1,42,30,29,Quercus palustris,Active,15
568,2012-08-13,QUPA,Pin oak,10,36,22,24,Quercus palustris,Active,12
569,2012-08-13,QUPA,Pin oak,10.2,32,30,29,Quercus palustris,Active,15
570,2012-08-13,QUPA,Pin oak,9,32,22,21,Quercus palustris,Active,11
571,2012-08-13,QUPA,Pin oak,7.1,31,20,19,Quercus palustris,Active,10
572,2012-08-13,QUPA,Pin oak,7.8,25,25,25,Quercus palustris,Active,12
573,2012-08-13,QUPA,Pin oak,9.5,31,24,24,Quercus palustris,Active,12
574,2012-08-13,LAIN,Common crapemyrtle,4.2,14,22,25,Lagerstroemia indica,Active,12
575,2012-08-13,LAIN,Common crapemyrtle,3,17,21,18,Lagerstroemia indica,Active,10
576,2012-08-13,ILCO2,Chinese holly,7.2,29,19,23,Ilex cornuta,Active,12
577,2012-08-13,LAIN,Common crapemyrtle,3.1,20,18,23,Lagerstroemia indica,Active,12
578,2012-08-13,LAIN,Common crapemyrtle,4.8,18,21,27,Lagerstroemia indica,Active,14
579,2012-08-13,ILCO2,Chinese holly,6.3,16,17,17,Ilex cornuta,Active,8
580,2012-08-13,LAIN,Common crapemyrtle,8.7,23,17,22,Lagerstroemia indica,Active,11
581,2012-08-13,LAIN,Common crapemyrtle,2.8,17,20,21,Lagerstroemia indica,Active,10
582,2012-08-13,ILCO2,Chinese holly,9.2,27,17,21,Ilex cornuta,Active,10
583,2012-08-13,LAIN,Common crapemyrtle,4.3,24,24,26,Lagerstroemia indica,Active,13
584,2012-08-13,LAIN,Common crapemyrtle,8.1,21,22,31,Lagerstroemia indica,Active,16
585,2012-08-13,CRJA,Japanese red cedar,9.4,26,17,17,Cryptomeria japonica,Active,8
586,2012-08-13,CRJA,Japanese red cedar,3.1,15,13,13,Cryptomeria japonica,Active,6
587,2012-08-13,CRJA,Japanese red cedar,6.2,16,14,14,Cryptomeria japonica,Active,7
588,2012-08-13,CRJA,Japanese red cedar,8.2,19,15,15,Cryptomeria japonica,Active,8
589,2012-08-13,CRJA,Japanese red cedar,6.8,20,19,22,Cryptomeria japonica,Active,11
590,2012-08-13,CRJA,Japanese red cedar,10.7,28,17,20,Cryptomeria japonica,Active,10
591,2012-08-13,CRJA,Japanese red cedar,10.4,29,16,16,Cryptomeria japonica,Active,8
592,2012-08-13,CRJA,Japanese red cedar,10.7,31,19,19,Cryptomeria japonica,Active,10
593,2012-08-14,CRJA,Japanese red cedar,8.8,30,22,22,Cryptomeria japonica,Active,11
594,2012-08-14,CRJA,Japanese red cedar,6.2,27,19,18,Cryptomeria japonica,Active,10
595,2012-08-14,MAGR,Southern magnolia,15.4,31,22,17,Magnolia grandiflora,Removed,11
596,2012-08-14,MAGR,Southern magnolia,12.6,24,25,25,Magnolia grandiflora,Active,12
597,2012-08-14,MAGR,Southern magnolia,12.9,27,22,24,Magnolia grandiflora,Active,12
598,2012-08-14,QUPH,Willow oak,4,18,16,15,Quercus phellos,Active,8
599,2012-08-14,QUPH,Willow oak,4.2,21,13,12,Quercus phellos,Active,6
600,2012-08-14,QUNI,Water oak,23.9,55,48,50,Quercus nigra,Active,25
601,2012-08-14,QUNI,Water oak,37.9,60,72,70,Quercus nigra,Active,36
602,2012-08-14,MAGR,Southern magnolia,3.8,27,19,12,Magnolia grandiflora,Active,10
603,2012-08-14,MAGR,Southern magnolia,2.1,17,8,10,Magnolia grandiflora,Active,5
604,2012-08-14,MAGR,Southern magnolia,2.5,20,13,11,Magnolia grandiflora,Active,6
605,2012-08-14,COFL,Flowering dogwood,5.7,29,19,21,Cornus florida,Active,10
606,2012-08-14,COFL,Flowering dogwood,10.2,25,30,30,Cornus florida,Active,15
607,2012-08-14,MAGR,Southern magnolia,6.3,19,20,24,Magnolia grandiflora,Active,12
608,2012-08-14,MAGR,Southern magnolia,9.2,37,15,19,Magnolia grandiflora,Active,10
609,2012-08-14,MAGR,Southern magnolia,2.3,22,11,7,Magnolia grandiflora,Active,6
610,2012-08-14,MAGR,Southern magnolia,4.5,19,7,17,Magnolia grandiflora,Active,8
611,2012-08-14,MAGR,Southern magnolia,9.7,31,23,21,Magnolia grandiflora,Active,12
